Codigo,Descricao,ValorTUNEP
93481403,CATETER PARA ACESSO VENOSO CENTRAL SEMI OU TOTALM,"204,00"
93481411,"PROTESE VOCAL POS LARINGECTOMIA, COM ADAPTADORES ","375,00"
93485085,PROTESE PARA IMPLANTE COCLEAR MULTICANAL (),"1,00"
93485093,PROTESE PARA IMPLANTE COCLEAR MONOCANAL (),"1,00"
93600038,PLACA TERMOMOLDAVEL - MEMBRO SUPERIOR (),"1,00"
93600046,PLACA TERMOMOLDAVEL - MEMBRO INFERIOR (),"1,00"
93600054,PLACA TERMOMOLDAVEL - CERVICAL (),"1,00"
93800398,LIQUIDO DE PRESERVACAO DE ORGAOS PARA TRANPLANTE,"615,00"
93800410,LIQUIDO DE PRESERVACAO DE ORGAOS PARA TRANSPLANTE,"35,00"
93800436,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANPLANTE DE C,"148,00"
93800452,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANSPLANTE DE,"35,00"
93800479,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANSPLANTE DE,"81,00"
93800487,LIQ. DE PRESERV. DE ORGAO P/ ENXERTO PANCREATICO (,"1,00"
93800495,LIQUIDO PRESERVACAO ORGAOS P/TRANSPLANTE PANCRE,"615,00"
94001014,CRIOPRECITADO DE FATOR VIII,"17,04"
94002010,CONCENTRADO DE PLAQUETAS DE  UNID DE SANGUE TOTA,"1,00"
94003017,SANGUE TOTAL IRRADIADO OU COMPONENTES IRRADIADOS,"17,04"
94004013,CONCENTRADO DE LEUCOCITOS DE  UNID SANGUE TOTAL,"1,00"
94005010,PLASMA INDIVIDUAL,"17,04"
94006016,CONCENTRADO DE HEMACIAS,"17,04"
94007012,UNIDADE DE SANGUE TOTAL,"17,04"
94008019,PLASMAFERESE TERAP CORR A  UNID ADULT PLASMA INDI,"1,00"
94009015,SANGRIA TERAPEUTICA,"4,70"
94020019,MODULO TRANSFUSIONAL,"8,39"
95001018,ATENDIMENTO AO RN NA SALA DE PARTO,"44,64"
95002014,INCENTIVO AO PARTO COMPONENTE I - INCENTIVO A ASSISTE,"70,00"
95002022,ATENDIMENTO AO RN EM SALA DE PARTO II,"70,00"
95003010,ANALGESIA OBSTETRICA REALIZADA POR ANESTESIA I,"52,50"
95004017,PEDIATRA PRIMEIRA CONSULTA,"8,75"
95005013,ANALGESIA OBSTETRICA REALIZADA POR ANESTESIA II,"66,50"
95006010,ANALGESIA OBSTETRICA REALIZADA POR ANESTESISTA III,"105,00"
95008012,TESTE RAPIDO PARA TRIAGEM DE INFECCAO PELO HIV (POR,"10,00"
95009019,MICROHEMAGLUTINACAO PARA O TREPONEMA PALLIDUM PA,"5,00"
96001011,DIARIA DE UTI II / MES INICIAL,"812,10"
96001020,DIARIA DE UTI II / MES ANTERIOR,"812,10"
96001038,DIARIA DE UTI II / MES ALTA,"812,10"
96002018,DIARIA DE UTI III / MES INICIAL,"812,10"
96002026,DIARIA DE UTI III / MES ANTERIOR,"812,10"
96002034,DIARIA DE UTI III / MES ALTA,"812,10"
96003014,DIARIA DE UTI III - NEONATAL / MES INICIAL,"812,10"
96003022,DIARIA DE UTI III - NEONATAL,"812,10"
96003030,DIARIA DE UTI III - NEONATAL,"812,10"
96004010,DIARIA DE UTI II NEONATAL / MES INICIAL,"812,10"
96004029,DIARIA DE UTI II NEONATAL / MES ANTERIOR,"812,10"
96004037,DIARIA DE UTI II NEONATAL / MES ALTA,"812,10"
96005017,DIARIA DE UTI II PEDIATRICA / MES INICIAL,"812,10"
96005025,DIARIA DE UTI II PEDIATRICA / MES ANTERIOR,"812,10"
96005033,DIARIA DE UTI II PEDIATRICA / MES ALTA,"812,10"
96006013,DIARIA DE UTI III PEDIATRICA / MES INICIAL,"812,10"
96006021,DIARIA DE UTI III PEDIATRICA / MES ANTERIOR,"812,10"
96006030,DIARIA DE UTI III PEDIATRICA / MES ALTA,"812,10"
96007010,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20"
96007028,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20"
96007036,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20"
96008016,DIARIA DE UTI DE QUEIMADOS INICIAL,"287,70"
96008024,DIARIA DE UTI DE QUEIMADOS / MES ANTERIOR,"287,70"
96008032,DIARIA DE UTI DE QUEIMADOS / MES DA ALTA,"287,70"
96800011,DIARIA DE UTI DE POSSIVEL DOADOR DE ORGAOS - MENOR D,"812,10"
96800038,DIARIA DE UTI DE POSSIVEL DOADOR DE ORGAOS - MAIOR DE,"812,10"
97001007,ANGIOGRAFIA CEREBRAL UNILATERAL,"314,06"
97001058,ESTUDO HEMODINAMICO INFANTIL,"823,11"
97002003,ANGIOGRAFIA CEREBRAL BILATERAL,"314,06"
97003000,ARTERIOGRAFIAS SELETIVAS,"314,06"
97003700,CINTILOGRAFIA PARA AVALIACAO DE FLUXO SANGUINEO DAS,"77,41"
97004006,ARTERIOGRAFIA DOS MEMBROS,"314,06"
97004057,ESTUDO HEMODINAMICO,"823,11"
97005002,ARTERIOGRAFIA DE CAROTIDA UNILATERAL,"212,82"
97006009,ARTERIOGRAFIA DE CAROTIDA BILATERAL,"245,00"
97007005,ARTERIOGRAFIA VERTEBRAL,"314,06"
97008001,ARTERIOGRAFIA CERVICO-TORACICA,"314,06"
97011002,AORTOGRAFIA,"298,27"
97012009,ESPLENOPORTOGRAFIA,"240,00"
97013013,TOMOGRAFIA COMPUTADORIZADA I (CRANIO E COLUNA),"228,33"
97013021,TOMOGRAFIA COMPUTADORIZADA (CRANIO E COLUNA),"305,36"
97014001,TOMOGRAFIA COMPUTADORIZADA II (TORAX),"238,70"
97015008,TOMOGRAFIA COMPUTADORIZADA III (ABDOMEN),"452,00"
97019003,RESSONANCIA MAGNETICA,"470,31"
97020001,COLANGIORESSONANCIA MAGNETICA,"470,31"
97021008,CATETERISMO DE VEIA CENTRAL POR PUNCAO,"15,00"
97022004,CATETERISMO POR FLEBOTOMIA OU ARTERIOTOMIA,"15,00"
97023000,ACESSO PARA HEMODIALISE COM IMPLANTE DE CATETER DE,"156,09"
97024007,COLOCACAO DE BALAO INTRAAORTICO,"45,00"
97025003,INSTALACAO DE CATETER DE TERMODILUICAO,"20,00"
97026000,ULTRA SONOGRAFIA DOPPLER COLORIDO DE VASOS ( ATE,"3,00"
97027006,ECOCARDIOGRAFIA BI-DIMENSIONAL COM OU SEM DOPPLER,"20,48"
97028002,ECOCARDIOGRAFIA DE ESTRESSE,"90,00"
97029009,ECOCARDIOGRAFIA TRANSESOFAGICA,"102,00"
97030007,ECOCARDIOGRAFIA TRANSEOFAGICA TRANSOPERATORIO,"120,00"
97031003,ARTERIOGRAFIA PARA INVESTIGACAO HEMORRAGIA CEREBR,"504,43"
97032000,ARTERIOGRAFIA PARA INVESTIGACAO ISQUEMIA CEREBRAL,"504,33"
97033006,ARTERIOGRAFIA PARA INVESTIGACAO DA DOENCA ARTEREO,"504,33"
97034002,CINTILOGRAFIA DO MIOCARDIO/NECROSE (MINIMO  PROJEC,"3,00"
97035009,CINTILOGRAFIA SINCRONIZADA CAMARAS CARDIACAS - REPO,"139,33"
97036005,CINTILOGRAFIA PARA QUANTIFICACAO DE SHUNT EXTRACAR,"96,80"
97038008,CINTILOGRAFIA SINCRONIZADA CAMARAS CARDIACAS - ESFO,"170,77"
97039004,CINTILOGRAFIA DO MIOCARDIO /PERFUSAO - ESTRESSE (MIN,"336,01"
97040002,CINTILOGRAFIA DO MIOCARDIO/PERFUSAO - REPOUSO (MINIM,"272,21"
97203009,MIELOGRAFIA,"212,85"
97204005,PNEUMOENCEFALOGRAFIA,"212,85"
97205001,ANGIOGRAFIA MEDULAR,"271,53"
97206008,CISTERNOGRAFIA,"212,82"
97207004,VENTRICULOGRAFIA,"212,82"
97208000,LITOTRIPSIA EXTRA-CORPOREA,"301,00"
97209007,MONITORIZACAO DA PRESSAO INTRACRANIANA (MPIC)/DIA,"140,00"
97210005,LOCALIZACAO ESTERIOTAXICA DE LESOES INTRACRANIANAS,"437,50"
97220000,TC DE CRANIO EM SERVICO CREDENCIADO EM NEUROCIRUR,"228,00"
97221007,RNM DE CRANIO EM SERVICO CREDENCIADO DE NEUROCIRU,"470,31"
97222003,RNM DE COLUNA CERVICAL OU TORACICA OU LOMBO SACRA,"470,31"
97223000,ANGIOGRAFIA POR RNM EM SERVICO CREDENCIADO DE NEU,"525,00"
97224006,TC DE COLUNA EM SERVICO CREDENCIADO DE NEUROCIRUR,"433,75"
98003011,PASSAGEM SONDA NASO ENTERICA INCLUINDO MATERIAL,"28,00"
98003020,GASTROSTOMIA ENDOSCOPICA PERCUTANEA INCLUINDO MA,"505,00"
98300016,NUTRICAO ENTERAL EM PEDIATRIA(APLICACAO/DIA),"72,34"
98301012,NUTRICAO ENTERAL PEDIATRICA,"20,00"
98302019,NUTRICAO PARENTERAL PEDIATRICA,"45,00"
98303015,GASTROSTOMIA ENDOSCOPICA PERCUTANEA PEDIATRICA IN,"527,50"
98303023,CATETERISMO VEIA CENTRAL EM SEDACAO ANESTESICA,"135,00"
98401017,NUTRICAO ENTERAL NEONATAL,"15,00"
98402013,NUTRICAO PARENTERAL NEONATAL,"30,00"
98500015,NUTRICAO ENTERAL EM ADULTO(APLICACAO/DIA),"144,68"
98501011,NUTRICAO ENTERAL ADULTO,"30,00"
98502018,NUTRICAO PARENTERAL ADULTO,"60,00"
98503014,CATETERISMO VEIA CENTRAL INCLUINDO CATETER DE DUPLO,"115,00"
99001012,RECEM NATO,"44,19"
99001020,RECEM NATO,"88,38"
99001039,RECEM NATO,"132,57"
99001047,RECEM NATO,"176,76"
99001055,RECEM NATO,"220,95"
99001063,RECEM NATO,"265,14"
99001071,RECEM NATO,"309,33"
99001080,RECEM NATO,"353,52"
99001098,RECEM NATO,"397,71"
99001101,RECEM NATO,"441,90"
99001110,RECEM NATO,"486,09"
99001128,RECEM NATO,"530,28"
99001136,RECEM NATO,"574,47"
99001144,RECEM NATO,"618,66"
99001152,RECEM NATO,"662,85"
99001160,RECEM NATO,"707,04"
99001179,RECEM NATO,"751,23"
99001187,RECEM NATO,"795,42"
99001195,RECEM NATO,"839,61"
99001209,RECEM NATO,"883,80"
99001217,RECEM NATO,"927,99"
99001225,RECEM NATO,"972,18"
99001233,RECEM NATO,"1.016,37"
99001241,RECEM NATO,"1.060,56"
99001250,RECEM NATO,"1.104,75"
99001268,RECEM NATO,"1.148,94"
99001276,RECEM NATO,"1.193,13"
99001284,RECEM NATO,"1.237,32"
99001292,RECEM NATO,"1.281,51"
99001306,RECEM NATO,"1.325,70"
99001314,RECEM NATO,"1.369,89"
99001322,RECEM NATO,"1.414,08"
99001330,RECEM NATO,"1.458,27"
99001349,RECEM NATO,"1.502,46"
99001357,RECEM NATO,"1.546,65"
99001365,RECEM NATO,"1.590,84"
99001373,RECEM NATO,"1.635,03"
99001381,RECEM NATO,"1.679,22"
99001390,RECEM NATO,"1.723,41"
99001403,RECEM NATO,"1.767,60"
99001411,RECEM NATO,"1.811,79"
99001420,RECEM NATO,"1.855,98"
99001438,RECEM NATO,"1.900,17"
99001446,RECEM NATO,"1.944,36"
99001454,RECEM NATO,"1.988,55"
99001462,RECEM NATO,"2.032,74"
99001470,RECEM NATO,"2.076,93"
99001489,RECEM NATO,"2.121,12"
99001497,RECEM NATO,"2.165,31"
99001500,RECEM NATO,"2.209,50"
99001519,RECEM NATO,"2.253,69"
99001527,RECEM NATO,"2.297,88"
99001535,RECEM NATO,"2.342,07"
99001543,RECEM NATO,"2.386,26"
99001551,RECEM NATO,"2.430,45"
99001560,RECEM NATO,"2.474,64"
99001578,RECEM NATO,"2.518,83"
99001586,RECEM NATO,"2.563,02"
99001594,RECEM NATO,"2.607,21"
99001608,RECEM NATO,"2.651,40"
99001616,RECEM NATO,"2.695,59"
99001624,RECEM NATO,"2.739,78"
99001632,RECEM NATO,"2.783,97"
99001640,RECEM NATO,"2.828,16"
99001659,RECEM NATO,"2.872,35"
99001667,RECEM NATO,"2.916,54"
99001675,RECEM NATO,"2.960,73"
99001683,RECEM NATO,"3.004,92"
99001691,RECEM NATO,"3.049,11"
99001705,RECEM NATO,"3.093,30"
99001713,RECEM NATO,"3.137,49"
99001721,RECEM NATO,"3.181,68"
99001730,RECEM NATO,"3.225,87"
99001748,RECEM NATO,"3.270,06"
99001756,RECEM NATO,"3.314,25"
99001764,RECEM NATO,"3.358,44"
99001772,RECEM NATO,"3.402,63"
99001780,RECEM NATO,"3.446,82"
99001799,RECEM NATO,"3.491,01"
99001802,RECEM NATO,"3.535,20"
99001810,RECEM NATO,"3.579,39"
99001829,RECEM NATO,"3.623,58"
99001837,RECEM NATO,"3.667,77"
99001845,RECEM NATO,"3.711,96"
99001853,RECEM NATO,"3.756,15"
99001861,RECEM NATO,"3.800,34"
99001870,RECEM NATO,"3.844,53"
99001888,RECEM NATO,"3.888,72"
99001896,RECEM NATO,"3.932,91"
99001900,RECEM NATO,"3.977,10"
99001918,RECEM NATO,"4.021,29"
99001926,RECEM NATO,"4.065,48"
99001934,RECEM NATO,"4.109,67"
99001942,RECEM NATO,"4.153,86"
99001950,RECEM NATO,"4.198,05"
99001969,RECEM NATO,"4.242,24"
99001977,RECEM NATO,"4.286,43"
99001985,RECEM NATO,"4.330,62"
99001993,RECEM NATO,"4.374,81"
99003015,PERMANENCIA MAIOR,"50,50"
99003023,PERMANENCIA MAIOR,"101,00"
99003031,PERMANENCIA MAIOR,"151,50"
99003040,PERMANENCIA MAIOR,"202,00"
99003058,PERMANENCIA MAIOR,"252,50"
99003066,PERMANENCIA MAIOR,"303,00"
99003074,PERMANENCIA MAIOR,"353,50"
99003082,PERMANENCIA MAIOR,"404,00"
99003090,PERMANENCIA MAIOR,"454,50"
99003104,PERMANENCIA MAIOR,"505,00"
99003112,PERMANENCIA MAIOR,"555,50"
99003120,PERMANENCIA MAIOR,"606,00"
99003139,PERMANENCIA MAIOR,"656,50"
99003147,PERMANENCIA MAIOR,"707,00"
99003155,PERMANENCIA MAIOR,"757,50"
99003163,PERMANENCIA MAIOR,"808,00"
99003171,PERMANENCIA MAIOR,"858,50"
99003180,PERMANENCIA MAIOR,"909,00"
99003198,PERMANENCIA MAIOR,"959,50"
99003201,PERMANENCIA MAIOR,"1.010,00"
99003210,PERMANENCIA MAIOR,"1.060,50"
99003228,PERMANENCIA MAIOR,"1.111,00"
99003236,PERMANENCIA MAIOR,"1.161,50"
99003244,PERMANENCIA MAIOR,"1.212,00"
99003252,PERMANENCIA MAIOR,"1.262,50"
99003260,PERMANENCIA MAIOR,"1.313,00"
99003279,PERMANENCIA MAIOR,"1.363,50"
99003287,PERMANENCIA MAIOR,"1.414,00"
99003295,PERMANENCIA MAIOR,"1.464,50"
99003309,PERMANENCIA MAIOR,"1.515,00"
99003317,PERMANENCIA MAIOR,"1.565,50"
99003325,PERMANENCIA MAIOR,"1.616,00"
99003333,PERMANENCIA MAIOR,"1.666,50"
99003341,PERMANENCIA MAIOR,"1.717,00"
99003350,PERMANENCIA MAIOR,"1.767,50"
99003368,PERMANENCIA MAIOR,"1.818,00"
99003376,PERMANENCIA MAIOR,"1.868,50"
99003384,PERMANENCIA MAIOR,"1.919,00"
99003392,PERMANENCIA MAIOR,"1.969,50"
99003406,PERMANENCIA MAIOR,"2.020,00"
99003414,PERMANENCIA MAIOR,"2.070,50"
99003422,PERMANENCIA MAIOR,"2.121,00"
99003430,PERMANENCIA MAIOR,"2.171,50"
99003449,PERMANENCIA MAIOR,"2.222,00"
99003457,PERMANENCIA MAIOR,"2.272,50"
99003465,PERMANENCIA MAIOR,"2.323,00"
99003473,PERMANENCIA MAIOR,"2.373,50"
99003481,PERMANENCIA MAIOR,"2.424,00"
99003490,PERMANENCIA MAIOR,"2.474,50"
99003503,PERMANENCIA MAIOR,"2.525,00"
99003511,PERMANENCIA MAIOR,"2.575,50"
99003520,PERMANENCIA MAIOR,"2.626,00"
99003538,PERMANENCIA MAIOR,"2.676,50"
99003546,PERMANENCIA MAIOR,"2.727,00"
99003554,PERMANENCIA MAIOR,"2.777,50"
99003562,PERMANENCIA MAIOR,"2.828,00"
99003570,PERMANENCIA MAIOR,"2.878,50"
99003589,PERMANENCIA MAIOR,"2.929,00"
99003597,PERMANENCIA MAIOR,"2.979,50"
99003600,PERMANENCIA MAIOR,"3.030,00"
99003619,PERMANENCIA MAIOR,"3.080,50"
99003627,PERMANENCIA MAIOR,"3.131,00"
99003635,PERMANENCIA MAIOR,"3.181,50"
99003643,PERMANENCIA MAIOR,"3.232,00"
99003651,PERMANENCIA MAIOR,"3.282,50"
99003660,PERMANENCIA MAIOR,"3.333,00"
99003678,PERMANENCIA MAIOR,"3.383,50"
99003686,PERMANENCIA MAIOR,"3.434,00"
99003694,PERMANENCIA MAIOR,"3.484,50"
99003708,PERMANENCIA MAIOR,"3.535,00"
99003716,PERMANENCIA MAIOR,"3.585,50"
99003724,PERMANENCIA MAIOR,"3.636,00"
99003732,PERMANENCIA MAIOR,"3.686,50"
99003740,PERMANENCIA MAIOR,"3.737,00"
99003759,PERMANENCIA MAIOR,"3.787,50"
99003767,PERMANENCIA MAIOR,"3.838,00"
99003775,PERMANENCIA MAIOR,"3.888,50"
99003783,PERMANENCIA MAIOR,"3.939,00"
99003791,PERMANENCIA MAIOR,"3.989,50"
99003805,PERMANENCIA MAIOR,"4.040,00"
99003813,PERMANENCIA MAIOR,"4.090,50"
99003821,PERMANENCIA MAIOR,"4.141,00"
99003830,PERMANENCIA MAIOR,"4.191,50"
99003848,PERMANENCIA MAIOR,"4.242,00"
99003856,PERMANENCIA MAIOR,"4.292,50"
99003864,PERMANENCIA MAIOR,"4.343,00"
99003872,PERMANENCIA MAIOR,"4.393,50"
99003880,PERMANENCIA MAIOR,"4.444,00"
99003899,PERMANENCIA MAIOR,"4.494,50"
99003902,PERMANENCIA MAIOR,"4.545,00"
99003910,PERMANENCIA MAIOR,"4.595,50"
99003929,PERMANENCIA MAIOR,"4.646,00"
99003937,PERMANENCIA MAIOR,"4.696,50"
99003945,PERMANENCIA MAIOR,"4.747,00"
99003953,PERMANENCIA MAIOR,"4.797,50"
99003961,PERMANENCIA MAIOR,"4.848,00"
99003970,PERMANENCIA MAIOR,"4.898,50"
99003988,PERMANENCIA MAIOR,"4.949,00"
99003996,PERMANENCIA MAIOR,"4.999,50"
99020017,VACINA ANTI-RH,"84,80"
99042010,HEMODIALISE PARA PACIENTES RENAIS AGUDOS,"93,58"
99042029,DIALISE PERITONEAL PARA PACIENTES RENAIS AGUDOS,"93,58"
99042037,HEMOPERFUSAO,"93,58"
99042045,ULTRAFILTRACAO CONTINUA,"93,58"
99042053,HEMODIALISE CONTINUA,"99,96"
99042061,HEMOFILTRACAO CONTINUA,"99,96"
99042070,HEDIAFILTRACAO CONTINUA,"99,96"
99042088,HEMOFILTRACAO,"99,96"
99042096,DIALISE PERITONEAL CONTINUA,"99,96"
99051001,INSTALACAO DE CATETER DE TENCKHOFF OU SIMILAR DE LO,"196,95"
99060019,EXOSANGUINEOTRANSFUSAO,"53,34"
99060027,EXOSANGUINEOTRANSFUSAO,"106,68"
99060035,EXOSANGUINEOTRANSFUSAO,"160,02"
99060043,EXOSANGUINEOTRANSFUSAO,"213,36"
99060051,EXOSANGUINEOTRANSFUSAO,"266,70"
99061015,CICLOSPORINA SOLUCAO ORAL,"494,55"
99061023,CICLOSPORINA SOLUCAO ORAL,"989,10"
99061031,CICLOSPORINA SOLUCAO ORAL,"1.483,65"
99061040,CICLOSPORINA SOLUCAO ORAL,"1.978,20"
99061058,CICLOSPORINA SOLUCAO ORAL,"2.472,75"
99062011,CICLOSPORINA INJETAVEL,"19,16"
99062020,CICLOSPORINA INJETAVEL,"38,32"
99062038,CICLOSPORINA INJETAVEL,"57,48"
99062046,CICLOSPORINA INJETAVEL,"76,64"
99062054,CICLOSPORINA INJETAVEL,"95,80"
99062062,CICLOSPORINA INJETAVEL,"114,96"
99062070,CICLOSPORINA INJETAVEL,"134,12"
99062089,CICLOSPORINA INJETAVEL,"153,28"
99062097,CICLOSPORINA INJETAVEL,"172,44"
99062100,CICLOSPORINA INJETAVEL,"191,60"
99063018,ESTREPTOQUINASE  UI,"250.000,00"
99063026,ESTREPTOQUINASE  UI,"250.000,00"
99063034,ESTREPTOQUINASE  UI,"250.000,00"
99063042,ESTREPTOQUINASE  UI,"250.000,00"
99063050,ESTREPTOQUINASE  UI,"250.000,00"
99063069,ESTREPTOQUINASE  UI,"250.000,00"
99065010,SURFACTANTE FR/AMP,"826,86"
99070014,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070022,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070030,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070049,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070057,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070065,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070073,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070081,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070090,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070103,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070111,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070120,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070138,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070146,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070154,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070162,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070170,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070189,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070197,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070200,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070219,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070227,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070235,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070243,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070251,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070260,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070278,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070286,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070294,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070308,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070316,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070324,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070332,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070340,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070359,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070367,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070375,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070383,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070391,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070405,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070413,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070421,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070430,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070448,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070456,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070464,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070472,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070480,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070499,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070502,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070510,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070529,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070537,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070545,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070553,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070561,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070570,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070588,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070596,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070600,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070618,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070626,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070634,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070642,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070650,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070669,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070677,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070685,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070693,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070707,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070715,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99070723,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
99071010,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071029,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071037,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071045,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071053,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071061,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071070,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071088,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071096,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071100,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071118,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071126,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071134,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071142,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071150,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071169,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
99071177,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
